時間,温度
2019-01-19 02:26:21.710896,95.07
2019-01-19 02:26:22.713683,76.66
2019-01-19 02:26:23.717336,82.3
2019-01-19 02:26:24.721723,20.74
2019-01-19 02:26:25.724393,7.2
2019-01-19 02:26:26.730956,34.0
2019-01-19 02:26:27.735094,32.43
2019-01-19 02:26:28.741560,22.77
2019-01-19 02:26:29.746502,95.17
2019-01-19 02:26:30.749149,14.44
2019-01-19 02:26:31.752615,41.14
2019-01-19 02:26:32.756136,49.31
2019-01-19 02:26:33.759147,83.95
2019-01-19 02:26:34.762407,32.13
2019-01-19 02:26:35.763821,68.79
2019-01-19 02:26:36.768845,23.37
2019-01-19 02:26:37.772133,19.07
2019-01-19 02:26:38.775336,88.34
2019-01-19 02:26:39.778604,42.19
2019-01-19 02:26:40.779955,16.36
2019-01-19 02:26:41.785044,52.5
2019-01-19 02:26:42.789495,87.05
2019-01-19 02:26:43.791400,37.43
2019-01-19 02:26:44.794733,97.29
2019-01-19 02:26:45.801606,85.45
2019-01-19 02:26:46.805535,4.65
2019-01-19 02:26:47.808588,56.99
2019-01-19 02:26:48.815297,99.61
2019-01-19 02:26:49.821668,28.08
2019-01-19 02:26:50.823218,20.76
2019-01-19 02:26:51.827248,82.97
2019-01-19 02:26:52.833716,83.06
2019-01-19 02:26:53.836767,11.75
2019-01-19 02:26:54.841171,30.44
2019-01-19 02:26:55.845173,40.04
2019-01-19 02:26:56.850349,56.98
2019-01-19 02:26:57.853480,81.19
2019-01-19 02:26:58.856642,64.44
2019-01-19 02:26:59.859958,55.06
2019-01-19 02:27:00.863101,75.04
2019-01-19 02:27:01.866361,98.35
2019-01-19 02:27:02.869371,15.65
2019-01-19 02:27:03.872892,99.24
2019-01-19 02:27:04.876119,31.62
2019-01-19 02:27:05.877877,10.98
2019-01-19 02:27:06.881216,19.27
2019-01-19 02:27:07.885830,13.96
2019-01-19 02:27:08.887589,30.1
2019-01-19 02:27:09.893076,2.22
2019-01-19 02:27:10.895442,14.51
2019-01-19 02:27:11.899970,84.68
2019-01-19 02:27:12.905294,25.49
2019-01-19 02:27:13.911724,98.77
2019-01-19 02:27:14.916393,35.53
2019-01-19 02:27:15.925480,39.21
2019-01-19 02:27:16.931655,59.4
2019-01-19 02:27:17.936114,55.2
2019-01-19 02:27:18.938652,40.96
2019-01-19 02:27:19.942052,94.83
2019-01-19 02:27:20.944346,19.89
2019-01-19 02:27:21.949079,99.53
2019-01-19 02:27:22.952679,68.4
2019-01-19 02:27:23.957247,91.48
2019-01-19 02:27:24.963700,34.59
2019-01-19 02:27:25.965221,63.81
2019-01-19 02:27:26.969227,91.59
2019-01-19 02:27:27.976366,44.07
2019-01-19 02:27:28.980035,96.75
2019-01-19 02:27:29.985980,24.71
2019-01-19 02:27:30.990084,80.59
2019-01-19 02:27:31.993362,90.5
2019-01-19 02:27:32.997804,32.37
2019-01-19 02:27:34.003689,33.48
2019-01-19 02:27:35.007811,98.12
2019-01-19 02:27:36.012990,97.25
2019-01-19 02:27:37.015428,34.11
2019-01-19 02:27:38.017237,72.45
2019-01-19 02:27:39.018530,86.99
2019-01-19 02:27:40.020386,97.7
2019-01-19 02:27:41.022403,40.34
2019-01-19 02:27:42.024741,42.58
2019-01-19 02:27:43.027666,88.33
2019-01-19 02:27:44.034095,73.71
2019-01-19 02:27:45.036633,75.54
2019-01-19 02:27:46.041818,27.06
2019-01-19 02:27:47.045377,37.98
2019-01-19 02:27:48.049793,71.77
2019-01-19 02:27:49.054258,51.55
2019-01-19 02:27:50.057379,76.24
2019-01-19 02:27:51.059542,77.98
2019-01-19 02:27:52.063063,61.87
2019-01-19 02:27:53.069130,64.47
2019-01-19 02:27:54.073714,36.46
2019-01-19 02:27:55.079170,15.39
2019-01-19 02:27:56.085923,80.26
2019-01-19 02:27:57.092778,24.74
2019-01-19 02:27:58.096618,59.44
2019-01-19 02:27:59.102155,61.38
2019-01-19 02:28:00.104888,20.81
2019-01-19 02:28:01.107829,21.88
2019-01-19 02:28:02.109708,69.24
2019-01-19 02:28:03.115307,42.15
2019-01-19 02:28:04.118405,16.03
2019-01-19 02:28:05.120400,30.25
2019-01-19 02:28:06.123901,23.66
2019-01-19 02:28:07.127747,30.73
2019-01-19 02:28:08.132723,68.05
2019-01-19 02:28:09.138432,81.51
2019-01-19 02:28:10.140430,85.97
2019-01-19 02:28:11.143260,39.16
2019-01-19 02:28:12.145073,77.9
2019-01-19 02:28:13.150304,89.48
2019-01-19 02:28:14.154312,54.14
2019-01-19 02:28:15.160761,60.89
2019-01-19 02:28:16.164079,57.53
2019-01-19 02:28:17.169460,97.35
2019-01-19 02:28:18.173361,80.94
2019-01-19 02:28:19.178065,20.1
2019-01-19 02:28:20.181412,60.98
2019-01-19 02:28:21.184305,65.38
2019-01-19 02:28:22.186478,21.77
2019-01-19 02:28:23.188445,62.48
2019-01-19 02:28:24.189811,12.84
2019-01-19 02:28:25.191909,46.63
2019-01-19 02:28:26.198756,30.3
2019-01-19 02:28:27.204145,15.76
2019-01-19 02:28:28.206047,79.24
2019-01-19 02:28:29.209990,55.43
2019-01-19 02:28:30.213759,99.46
2019-01-19 02:28:31.219064,0.0
2019-01-19 02:28:32.224328,83.36
2019-01-19 02:28:33.227481,87.95
2019-01-19 02:28:34.230525,95.48
2019-01-19 02:28:35.235897,23.95
2019-01-19 02:28:36.242469,34.47
2019-01-19 02:28:37.244724,17.08
2019-01-19 02:28:38.246306,50.5
2019-01-19 02:28:39.248174,51.86
2019-01-19 02:28:40.250114,10.24
2019-01-19 02:28:41.253939,9.48
2019-01-19 02:28:42.255792,48.96
2019-01-19 02:28:43.257252,81.22
2019-01-19 02:28:44.262648,35.2
2019-01-19 02:28:45.265530,4.88
2019-01-19 02:28:46.271475,46.45
2019-01-19 02:28:47.276042,22.75
2019-01-19 02:28:48.280382,1.34
2019-01-19 02:28:49.286305,71.88
2019-01-19 02:28:50.287589,99.47
2019-01-19 02:28:51.290056,30.92
2019-01-19 02:28:52.295637,98.91
2019-01-19 02:28:53.299660,48.62
2019-01-19 02:28:54.305524,29.3
2019-01-19 02:28:55.306949,22.8
2019-01-19 02:28:56.309223,66.82
2019-01-19 02:28:57.313594,45.61
2019-01-19 02:28:58.316951,54.55
2019-01-19 02:28:59.323344,8.97
2019-01-19 02:29:00.326146,90.47
2019-01-19 02:29:01.332994,23.78
2019-01-19 02:29:02.335393,66.14
2019-01-19 02:29:03.338915,50.51
2019-01-19 02:29:04.342923,22.06
2019-01-19 02:29:05.344351,68.41
2019-01-19 02:29:06.346537,39.37
2019-01-19 02:29:07.350773,29.26
2019-01-19 02:29:08.352124,72.04
2019-01-19 02:29:09.354612,37.81
2019-01-19 02:29:10.361113,38.85
2019-01-19 02:29:11.363883,30.07
2019-01-19 02:29:12.369098,86.04
2019-01-19 02:29:13.373874,35.94
2019-01-19 02:29:14.377803,58.51
2019-01-19 02:29:15.386225,59.58
2019-01-19 02:29:16.388364,73.12
2019-01-19 02:29:17.392648,30.67
2019-01-19 02:29:18.395466,74.65
2019-01-19 02:29:19.400631,28.99
2019-01-19 02:29:20.406180,3.47
2019-01-19 02:29:21.412854,66.53
2019-01-19 02:29:22.416236,95.67
2019-01-19 02:29:23.422725,30.14
2019-01-19 02:29:24.428727,73.44
2019-01-19 02:29:25.430883,61.46
2019-01-19 02:29:26.436858,37.85
2019-01-19 02:29:27.438481,77.04
2019-01-19 02:29:28.441227,1.81
2019-01-19 02:29:29.445478,63.78
2019-01-19 02:29:30.447195,21.13
2019-01-19 02:29:31.451890,48.26
2019-01-19 02:29:32.454746,94.63
2019-01-19 02:29:33.461142,78.77
2019-01-19 02:29:34.463952,31.25
2019-01-19 02:29:35.467822,65.99
2019-01-19 02:29:36.471410,57.19
2019-01-19 02:29:37.473519,2.53
2019-01-19 02:29:38.480038,27.22
2019-01-19 02:29:39.486412,83.72
2019-01-19 02:29:40.488773,26.14
2019-01-19 02:29:41.492164,80.65
2019-01-19 02:29:42.494692,69.56
2019-01-19 02:29:43.500991,18.67
2019-01-19 02:29:44.506531,2.54
2019-01-19 02:29:45.509247,83.81
2019-01-19 02:29:46.511388,46.24
2019-01-19 02:29:47.516735,25.53
2019-01-19 02:29:48.521099,67.55
2019-01-19 02:29:49.525050,60.09
2019-01-19 02:29:50.526905,71.36
2019-01-19 02:29:51.530061,64.02
2019-01-19 02:29:52.532889,7.29
2019-01-19 02:29:53.536737,87.96
2019-01-19 02:29:54.539219,97.81
2019-01-19 02:29:55.542948,43.58
2019-01-19 02:29:56.547192,20.23
2019-01-19 02:29:57.548486,84.32
2019-01-19 02:29:58.551005,43.26
2019-01-19 02:29:59.555925,51.25
2019-01-19 02:30:00.559017,15.37
2019-01-19 02:30:01.561138,34.44
2019-01-19 02:30:02.565239,33.6
2019-01-19 02:30:03.568476,5.19
2019-01-19 02:30:04.574119,89.77
2019-01-19 02:30:05.575700,90.58
2019-01-19 02:30:06.581376,94.95
2019-01-19 02:30:07.583910,79.54
2019-01-19 02:30:08.590320,57.87
2019-01-19 02:30:09.595761,13.56
2019-01-19 02:30:10.598643,68.99
2019-01-19 02:30:11.605199,82.67
2019-01-19 02:30:12.606690,6.69
2019-01-19 02:30:13.613132,56.3
2019-01-19 02:30:14.615745,30.78
2019-01-19 02:30:15.619864,45.87
2019-01-19 02:30:16.621887,33.19
2019-01-19 02:30:17.628239,88.93
2019-01-19 02:30:18.633361,85.58
2019-01-19 02:30:19.637381,78.27
2019-01-19 02:30:20.641811,62.45
2019-01-19 02:30:21.643592,80.18
2019-01-19 02:30:22.647036,5.65
2019-01-19 02:30:23.650160,86.25
2019-01-19 02:30:24.654671,53.06
2019-01-19 02:30:25.656425,64.94
2019-01-19 02:30:26.659890,79.98
2019-01-19 02:30:27.662032,1.51
2019-01-19 02:30:28.665174,45.24
2019-01-19 02:30:29.669762,44.23
2019-01-19 02:30:30.673762,2.35
2019-01-19 02:30:31.675564,40.63
2019-01-19 02:30:32.680612,5.51
2019-01-19 02:30:33.682278,99.63
2019-01-19 02:30:34.683437,39.25
2019-01-19 02:30:35.684986,63.22
2019-01-19 02:30:36.686269,11.72
2019-01-19 02:30:37.688726,37.29
2019-01-19 02:30:38.693182,62.77
2019-01-19 02:30:39.698217,89.53
2019-01-19 02:30:40.703250,87.21
2019-01-19 02:30:41.704827,95.84
2019-01-19 02:30:42.706656,60.77
2019-01-19 02:30:43.713143,19.41
2019-01-19 02:30:44.718140,50.25
2019-01-19 02:30:45.729305,8.13
2019-01-19 02:30:46.734065,11.9
2019-01-19 02:30:47.739580,8.29
2019-01-19 02:30:48.741914,38.2
2019-01-19 02:30:49.743587,58.12
2019-01-19 02:30:50.747020,88.1
2019-01-19 02:30:51.749518,20.7
2019-01-19 02:30:52.756142,82.69
2019-01-19 02:30:53.759965,81.85
2019-01-19 02:30:54.766665,32.26
2019-01-19 02:30:55.769503,27.02
2019-01-19 02:30:56.774149,81.0
2019-01-19 02:30:57.778926,81.09
2019-01-19 02:30:58.781263,46.97
2019-01-19 02:30:59.783194,49.38
2019-01-19 02:31:00.786493,78.38
2019-01-19 02:31:01.789937,88.82
2019-01-19 02:31:02.796641,59.4
2019-01-19 02:31:03.800846,84.32
2019-01-19 02:31:04.805849,59.65
2019-01-19 02:31:05.809800,12.44
2019-01-19 02:31:06.816355,42.1
2019-01-19 02:31:07.818863,88.16
2019-01-19 02:31:08.823096,3.48
2019-01-19 02:31:09.828226,46.59
2019-01-19 02:31:10.834744,20.95
2019-01-19 02:31:11.838826,78.72
2019-01-19 02:31:12.843436,97.2
2019-01-19 02:31:13.845244,75.92
2019-01-19 02:31:14.848376,44.76
2019-01-19 02:31:15.864288,19.32
2019-01-19 02:31:16.870551,93.69
2019-01-19 02:31:17.874714,51.47
2019-01-19 02:31:18.878308,33.96
2019-01-19 02:31:19.881824,84.44
2019-01-19 02:31:20.884659,76.11
2019-01-19 02:31:21.888153,33.65
2019-01-19 02:31:22.891456,12.56
2019-01-19 02:31:23.894767,34.62
2019-01-19 02:31:24.897852,75.45
2019-01-19 02:31:25.902069,3.68
2019-01-19 02:31:26.903834,91.38
2019-01-19 02:31:27.908911,44.37
2019-01-19 02:31:28.914599,84.87
2019-01-19 02:31:29.919591,56.16
2019-01-19 02:31:30.925695,84.47
2019-01-19 02:31:31.927408,51.57
2019-01-19 02:31:32.929929,63.04
2019-01-19 02:31:33.934522,17.08
2019-01-19 02:31:34.937763,9.06
2019-01-19 02:31:35.941659,97.85
2019-01-19 02:31:36.942974,29.21
2019-01-19 02:31:37.946451,70.69
2019-01-19 02:31:38.949645,49.17
2019-01-19 02:31:39.952628,42.98
2019-01-19 02:31:40.955585,5.11
2019-01-19 02:31:41.961717,35.26
2019-01-19 02:31:42.968326,44.72
2019-01-19 02:31:43.974639,39.19
2019-01-19 02:31:44.979089,4.33
2019-01-19 02:31:45.983314,96.43
2019-01-19 02:31:46.985932,74.4
2019-01-19 02:31:47.989509,55.69
2019-01-19 02:31:48.991298,26.41
2019-01-19 02:31:49.995215,73.41
2019-01-19 02:31:50.998340,46.1
2019-01-19 02:31:52.004581,95.09
2019-01-19 02:31:53.006209,7.93
2019-01-19 02:31:54.008436,83.94
2019-01-19 02:31:55.010419,64.06
2019-01-19 02:31:56.014519,37.82
2019-01-19 02:31:57.020123,77.44
2019-01-19 02:31:58.025975,46.83
2019-01-19 02:31:59.030900,50.28
2019-01-19 02:32:00.034269,13.74
2019-01-19 02:32:01.039356,64.86
2019-01-19 02:32:02.042986,36.48
2019-01-19 02:32:03.045713,15.08
2019-01-19 02:32:04.049157,48.14
2019-01-19 02:32:05.055128,65.59
2019-01-19 02:32:06.058077,89.19
2019-01-19 02:32:07.059963,60.4
2019-01-19 02:32:08.061820,38.33
2019-01-19 02:32:09.066566,87.17
2019-01-19 02:32:10.067973,5.09
2019-01-19 02:32:11.074382,46.54
2019-01-19 02:32:12.078362,61.12
2019-01-19 02:32:13.083576,2.81
2019-01-19 02:32:14.088853,5.7
2019-01-19 02:32:15.094713,28.39
2019-01-19 02:32:16.102623,96.95
2019-01-19 02:32:17.108369,34.84
2019-01-19 02:32:18.110076,28.9
2019-01-19 02:32:19.112886,7.12
2019-01-19 02:32:20.118291,11.92
2019-01-19 02:32:21.120180,5.91
2019-01-19 02:32:22.125840,48.56
2019-01-19 02:32:23.130846,85.52
2019-01-19 02:32:24.135532,6.2
2019-01-19 02:32:25.136975,41.41
2019-01-19 02:32:26.140433,93.28
2019-01-19 02:32:27.144037,8.45
2019-01-19 02:32:28.150542,67.64
2019-01-19 02:32:29.154557,10.28
2019-01-19 02:32:30.157987,67.07
2019-01-19 02:32:31.161033,21.51
2019-01-19 02:32:32.165070,55.21
2019-01-19 02:32:33.167757,9.91
2019-01-19 02:32:34.171116,15.92
2019-01-19 02:32:35.175067,45.21
2019-01-19 02:32:36.178570,97.19
2019-01-19 02:32:37.183548,4.2
2019-01-19 02:32:38.187034,15.39
2019-01-19 02:32:39.192031,66.88
2019-01-19 02:32:40.196122,6.4
2019-01-19 02:32:41.199491,82.94
2019-01-19 02:32:42.201584,2.26
2019-01-19 02:32:43.207419,79.46
2019-01-19 02:32:44.209375,63.41
2019-01-19 02:32:45.211488,70.25
2019-01-19 02:32:46.217418,40.99
2019-01-19 02:32:47.219022,22.93
2019-01-19 02:32:48.224864,37.73
2019-01-19 02:32:49.226528,85.83
2019-01-19 02:32:50.229112,92.43
2019-01-19 02:32:51.231424,33.89
2019-01-19 02:32:52.237749,58.13
2019-01-19 02:32:53.241494,38.24
2019-01-19 02:32:54.247413,95.1
2019-01-19 02:32:55.253494,60.39
2019-01-19 02:32:56.259020,57.63
2019-01-19 02:32:57.261873,83.06
2019-01-19 02:32:58.265217,74.98
2019-01-19 02:32:59.266986,70.24
2019-01-19 02:33:00.270969,62.58
2019-01-19 02:33:01.275144,29.27
2019-01-19 02:33:02.278038,35.36
2019-01-19 02:33:03.281607,72.2
2019-01-19 02:33:04.284735,66.64
2019-01-19 02:33:05.287820,51.26
2019-01-19 02:33:06.291048,70.16
2019-01-19 02:33:07.294698,44.22
2019-01-19 02:33:08.297519,5.0
2019-01-19 02:33:09.302317,55.89
2019-01-19 02:33:10.304072,40.73
2019-01-19 02:33:11.309576,54.27
2019-01-19 02:33:12.312008,91.08
2019-01-19 02:33:13.316127,4.76
2019-01-19 02:33:14.319000,38.04
2019-01-19 02:33:15.326599,77.38
2019-01-19 02:33:16.328870,23.03
2019-01-19 02:33:17.332246,4.44
2019-01-19 02:33:18.338843,3.05
2019-01-19 02:33:19.343978,2.73
2019-01-19 02:33:20.346164,47.21
2019-01-19 02:33:21.349489,82.08
2019-01-19 02:33:22.353179,50.35
2019-01-19 02:33:23.358311,4.29
2019-01-19 02:33:24.361109,72.86
2019-01-19 02:33:25.366551,54.35
2019-01-19 02:33:26.372783,11.33
2019-01-19 02:33:27.376215,26.28
2019-01-19 02:33:28.379085,20.29
2019-01-19 02:33:29.382351,78.72
2019-01-19 02:33:30.387021,59.45
2019-01-19 02:33:31.388353,0.84
2019-01-19 02:33:32.392110,43.26
2019-01-19 02:33:33.395670,40.19
2019-01-19 02:33:34.398259,55.82
2019-01-19 02:33:35.400200,91.87
2019-01-19 02:33:36.403612,56.36
2019-01-19 02:33:37.409759,43.6
2019-01-19 02:33:38.416056,3.95
2019-01-19 02:33:39.422709,26.83
2019-01-19 02:33:40.425199,69.47
2019-01-19 02:33:41.426722,50.84
2019-01-19 02:33:42.433089,17.03
2019-01-19 02:33:43.435482,71.53
2019-01-19 02:33:44.436964,10.09
2019-01-19 02:33:45.454396,16.96
2019-01-19 02:33:46.460554,59.7
2019-01-19 02:33:47.462157,33.6
2019-01-19 02:33:48.463859,13.06
2019-01-19 02:33:49.467317,21.82
2019-01-19 02:33:50.469364,62.45
2019-01-19 02:33:51.471081,95.12
2019-01-19 02:33:52.473149,21.55
2019-01-19 02:33:53.478311,30.09
2019-01-19 02:33:54.482298,84.88
2019-01-19 02:33:55.485943,85.23
2019-01-19 02:33:56.491590,24.33
2019-01-19 02:33:57.496648,82.91
2019-01-19 02:33:58.502821,99.47
2019-01-19 02:33:59.508170,62.81
2019-01-19 02:34:00.511847,15.27
2019-01-19 02:34:01.513872,77.66
2019-01-19 02:34:02.519649,89.64
2019-01-19 02:34:03.525570,94.99
2019-01-19 02:34:04.530021,21.22
2019-01-19 02:34:05.531641,51.3
2019-01-19 02:34:06.534957,47.57
2019-01-19 02:34:07.538155,86.81
2019-01-19 02:34:08.542288,24.21
2019-01-19 02:34:09.544763,2.41
2019-01-19 02:34:10.551572,94.87
2019-01-19 02:34:11.553213,82.84
2019-01-19 02:34:12.557227,34.3
2019-01-19 02:34:13.561678,55.33
2019-01-19 02:34:14.564488,91.57
2019-01-19 02:34:15.574269,21.96
2019-01-19 02:34:16.580618,44.14
2019-01-19 02:34:17.587220,88.16
2019-01-19 02:34:18.590633,0.46
2019-01-19 02:34:19.594677,38.9
2019-01-19 02:34:20.597275,35.92
2019-01-19 02:34:21.600692,86.04
2019-01-19 02:34:22.604716,87.36
2019-01-19 02:34:23.607153,65.42
2019-01-19 02:34:24.613394,92.72
2019-01-19 02:34:25.617026,14.65
2019-01-19 02:34:26.621754,99.68
2019-01-19 02:34:27.625764,43.6
2019-01-19 02:34:28.627837,43.49
2019-01-19 02:34:29.630321,26.06
2019-01-19 02:34:30.633692,57.98
2019-01-19 02:34:31.635618,52.89
2019-01-19 02:34:32.639436,42.5
2019-01-19 02:34:33.640947,87.09
2019-01-19 02:34:34.642706,98.8
2019-01-19 02:34:35.645369,71.46
2019-01-19 02:34:36.648685,34.25
2019-01-19 02:34:37.652678,74.02
2019-01-19 02:34:38.655350,38.02
2019-01-19 02:34:39.658854,11.1
2019-01-19 02:34:40.662086,53.77
2019-01-19 02:34:41.665494,56.53
2019-01-19 02:34:42.671343,32.48
2019-01-19 02:34:43.673928,17.29
2019-01-19 02:34:44.678158,69.3
2019-01-19 02:34:45.683740,75.94
2019-01-19 02:34:46.690052,34.48
2019-01-19 02:34:47.696675,52.51
2019-01-19 02:34:48.701825,94.59
2019-01-19 02:34:49.706285,21.07
2019-01-19 02:34:50.711229,51.78
2019-01-19 02:34:51.715608,4.28
2019-01-19 02:34:52.717695,89.27
2019-01-19 02:34:53.720439,35.55
2019-01-19 02:34:54.726158,82.07
2019-01-19 02:34:55.733031,55.29
2019-01-19 02:34:56.739198,16.45
2019-01-19 02:34:57.742321,85.83
2019-01-19 02:34:58.748513,0.04
2019-01-19 02:34:59.752699,45.98
2019-01-19 02:35:00.759450,11.7
2019-01-19 02:35:01.763481,15.7
2019-01-19 02:35:02.766442,95.58
2019-01-19 02:35:03.770074,81.51
2019-01-19 02:35:04.772529,16.54
2019-01-19 02:35:05.776674,69.78
2019-01-19 02:35:06.779666,79.21
2019-01-19 02:35:07.785188,77.61
2019-01-19 02:35:08.787119,15.87
2019-01-19 02:35:09.792927,96.97
2019-01-19 02:35:10.799410,42.22
2019-01-19 02:35:11.805582,45.06
2019-01-19 02:35:12.810318,62.79
2019-01-19 02:35:13.813230,3.98
2019-01-19 02:35:14.818863,76.77
2019-01-19 02:35:15.821506,18.94
2019-01-19 02:35:16.826367,1.95
2019-01-19 02:35:17.832004,39.26
2019-01-19 02:35:18.838212,16.16
2019-01-19 02:35:19.844640,11.19
2019-01-19 02:35:20.846430,60.93
2019-01-19 02:35:21.851677,37.55
2019-01-19 02:35:22.855499,44.85
2019-01-19 02:35:23.857763,33.62
2019-01-19 02:35:24.860956,44.3
2019-01-19 02:35:25.863778,23.49
2019-01-19 02:35:26.867770,81.0
2019-01-19 02:35:27.870644,6.42
2019-01-19 02:35:28.872211,99.07
2019-01-19 02:35:29.878706,82.44
2019-01-19 02:35:30.884832,24.99
2019-01-19 02:35:31.889638,17.86
2019-01-19 02:35:32.892093,49.77
2019-01-19 02:35:33.898591,12.15
2019-01-19 02:35:34.903506,83.06
2019-01-19 02:35:35.906921,21.91
2019-01-19 02:35:36.909919,81.2
2019-01-19 02:35:37.913482,87.3
2019-01-19 02:35:38.916264,80.45
2019-01-19 02:35:39.919185,86.64
2019-01-19 02:35:40.923030,88.09
2019-01-19 02:35:41.925519,94.83
2019-01-19 02:35:42.927104,57.69
2019-01-19 02:35:43.928906,66.21
2019-01-19 02:35:44.931539,95.37
2019-01-19 02:35:45.935493,53.25
2019-01-19 02:35:46.937209,4.52
2019-01-19 02:35:47.941259,7.66
2019-01-19 02:35:48.947621,29.85
2019-01-19 02:35:49.951643,89.21
2019-01-19 02:35:50.957921,95.17
2019-01-19 02:35:51.963900,96.47
2019-01-19 02:35:52.969113,46.31
2019-01-19 02:35:53.974278,5.28
2019-01-19 02:35:54.977389,94.39
2019-01-19 02:35:55.979241,21.71
2019-01-19 02:35:56.983348,45.72
2019-01-19 02:35:57.984605,50.18
2019-01-19 02:35:58.987117,56.79
2019-01-19 02:35:59.992363,92.41
2019-01-19 02:36:00.996171,70.28
2019-01-19 02:36:02.002769,35.28
2019-01-19 02:36:03.008075,1.43
2019-01-19 02:36:04.014335,81.18
2019-01-19 02:36:05.017082,25.33
2019-01-19 02:36:06.020225,18.11
2019-01-19 02:36:07.024964,9.83
2019-01-19 02:36:08.029289,99.65
2019-01-19 02:36:09.031470,35.12
2019-01-19 02:36:10.037538,91.08
2019-01-19 02:36:11.043534,51.44
2019-01-19 02:36:12.050058,71.34
2019-01-19 02:36:13.053558,35.09
2019-01-19 02:36:14.059623,25.2
2019-01-19 02:36:15.061703,96.87
2019-01-19 02:36:16.063365,9.15
2019-01-19 02:36:17.069985,93.7
2019-01-19 02:36:18.071810,73.06
2019-01-19 02:36:19.077730,4.99
2019-01-19 02:36:20.082791,11.62
2019-01-19 02:36:21.085204,90.56
2019-01-19 02:36:22.089141,5.43
2019-01-19 02:36:23.095495,13.84
2019-01-19 02:36:24.099751,12.37
2019-01-19 02:36:25.104054,21.24
2019-01-19 02:36:26.108067,67.18
2019-01-19 02:36:27.109874,74.81
2019-01-19 02:36:28.111897,50.04
2019-01-19 02:36:29.113806,61.11
2019-01-19 02:36:30.120197,9.71
2019-01-19 02:36:31.122004,36.19
2019-01-19 02:36:32.127692,54.62
2019-01-19 02:36:33.129141,14.93
2019-01-19 02:36:34.135482,6.86
2019-01-19 02:36:35.139689,8.19
2019-01-19 02:36:36.141319,98.19
2019-01-19 02:36:37.143349,96.73
2019-01-19 02:36:38.149714,65.65
2019-01-19 02:36:39.151575,39.19
2019-01-19 02:36:40.153237,74.51
2019-01-19 02:36:41.155538,97.35
2019-01-19 02:36:42.160395,71.14
2019-01-19 02:36:43.163724,65.02
2019-01-19 02:36:44.165721,81.92
2019-01-19 02:36:45.169474,63.31
2019-01-19 02:36:46.180467,5.24
2019-01-19 02:36:47.186041,90.47
2019-01-19 02:36:48.189629,15.41
2019-01-19 02:36:49.191295,18.96
2019-01-19 02:36:50.195570,98.87
2019-01-19 02:36:51.200088,85.3
2019-01-19 02:36:52.203578,67.22
2019-01-19 02:36:53.205800,90.52
2019-01-19 02:36:54.209175,91.24
2019-01-19 02:36:55.212206,64.03
2019-01-19 02:36:56.216448,88.53
2019-01-19 02:36:57.218406,15.62
2019-01-19 02:36:58.220593,60.73
2019-01-19 02:36:59.226507,94.56
2019-01-19 02:37:00.229194,64.4
2019-01-19 02:37:01.232866,23.25
2019-01-19 02:37:02.234631,36.58
2019-01-19 02:37:03.236870,69.74
2019-01-19 02:37:04.240460,84.73
2019-01-19 02:37:05.242587,88.22
2019-01-19 02:37:06.246145,29.27
2019-01-19 02:37:07.251392,93.79
2019-01-19 02:37:08.257443,50.95
2019-01-19 02:37:09.263751,59.85
2019-01-19 02:37:10.268600,5.96
2019-01-19 02:37:11.272677,25.11
2019-01-19 02:37:12.279434,12.26
2019-01-19 02:37:13.282523,76.02
2019-01-19 02:37:14.289141,86.94
2019-01-19 02:37:15.293695,62.23
2019-01-19 02:37:16.295458,85.05
2019-01-19 02:37:17.299940,82.07
2019-01-19 02:37:18.301957,88.95
2019-01-19 02:37:19.306765,11.65
2019-01-19 02:37:20.310505,28.19
2019-01-19 02:37:21.313667,7.86
2019-01-19 02:37:22.317817,43.61
2019-01-19 02:37:23.325937,79.21
2019-01-19 02:37:24.332680,52.18
2019-01-19 02:37:25.334341,34.35
2019-01-19 02:37:26.340211,12.14
2019-01-19 02:37:27.343141,40.07
2019-01-19 02:37:28.348103,13.53
2019-01-19 02:37:29.349704,11.82
2019-01-19 02:37:30.352535,16.29
2019-01-19 02:37:31.356827,66.43
2019-01-19 02:37:32.358683,10.8
2019-01-19 02:37:33.360955,97.19
2019-01-19 02:37:34.365953,8.4
2019-01-19 02:37:35.367962,11.76
2019-01-19 02:37:36.371801,57.89
